"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Task.Name","Task.Version","counterbalance.nnh1","counterbalance.yw81","randomiser.rl3q","counterbalance.oqb7","counterbalance.3hrr","Page","Page.ID","Page.Counter","Question","Response.Type","Key","Response","Tag","OptionOrder","Object.Name","Object.Number","Object.ID"
"119",1692557952302,"20/08/2023, 18:59:12",1692568752302,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 2","zwjip4",2,"<p style=""text-align: right;"">  در طول روز چند درصد مواقع با اعضای خانواده/فرزندان/دوستانتان به زبان‌های زیر صحبت می‌کنید؟ (به درصد مشخص کنید.)</p>  ","response","value","90",NA,"","Slider",1,"object-40"
"120",1692557952303,"20/08/2023, 18:59:12",1692568752303,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 2","zwjip4",2,"","response","value","10",NA,"","Slider",2,"object-41"
"121",1692557952303,"20/08/2023, 18:59:12",1692568752303,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 2","zwjip4",2,"","response","value","0",NA,"","Slider",3,"object-42"
"122",1692557952304,"20/08/2023, 18:59:12",1692568752304,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 2","zwjip4",2,"","response","value","0",NA,"","Slider",6,"object-79"
"123",1692557952304,"20/08/2023, 18:59:12",1692568752304,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 2","zwjip4",2,"","response","value","90",NA,"","Slider",5,"object-78"
"124",1692557952305,"20/08/2023, 18:59:12",1692568752305,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 2","zwjip4",2,"<p style=""text-align: right;"">  در طول روز چند درصد به زبان‌های زیر موسیقی گوش می‌کنید یا فیلم و سریال تماشا می‌کنید؟    </p> ","response","value","10",NA,"","Slider",4,"object-76"
"125",1692557952305,"20/08/2023, 18:59:12",1692568752305,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 2","zwjip4",2,"<p style=""text-align: right;"">  در طول روز چند درصد به زبان‌های زیر می‌نویسید؟ (برای مثال در شبکه‌های اجتماعی یا یادداشت روزانه)   </p> ","response","value","0",NA,"","Slider",7,"object-77"
"126",1692557952305,"20/08/2023, 18:59:12",1692568752305,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 2","zwjip4",2,"","response","value","100",NA,"","Slider",8,"object-80"
"127",1692557952306,"20/08/2023, 18:59:12",1692568752306,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 2","zwjip4",2,"","response","value","0",NA,"","Slider",9,"object-81"
"128",1692557952306,"20/08/2023, 18:59:12",1692568752306,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 2","zwjip4",2,"<p style=""text-align: right;"">  در طول روز چند درصد مواقع به زبان‌های زیر مطالعه می‌کنید؟ (کتاب، روزنامه، پیام‌ها و پست‌های شبکه‌های اجتماعی مثل اینستاگرام، واتس‌اپ و تلگرام)   </p> ","response","value","10",NA,"","Slider",10,"object-82"
"129",1692557952307,"20/08/2023, 18:59:12",1692568752307,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 2","zwjip4",2,"","response","value","90",NA,"","Slider",11,"object-83"
"130",1692557952308,"20/08/2023, 18:59:12",1692568752308,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 2","zwjip4",2,"","response","value","0",NA,"","Slider",12,"object-84"
"131",1692557952309,"20/08/2023, 18:59:12",1692568752309,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 2","zwjip4",2,"<p style=""text-align: right;"">  زبان آذری را چه‌قدر خوب صحبت می‌کنید؟ (چه‌قدر خوب کلمات، اصطلاحات و ضرب‌المثل آذری استفاده می‌کنید یا چقدر خوب یک پدیده علمی را به زبان آذری می‌توانید توضیح دهید) 0 به معنای خیلی بد و 6 به معنای عالی‌ست  </p> ","response","value","5",NA,"","Rating Scale",13,"object-86"
"132",1692557952309,"20/08/2023, 18:59:12",1692568752309,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 2","zwjip4",2,"<p style=""text-align: right;"">  زبان آذری را چه‌قدر خوب صحبت می‌کنید؟ (چه‌قدر خوب کلمات، اصطلاحات و ضرب‌المثل آذری استفاده می‌کنید یا چقدر خوب یک پدیده علمی را به زبان آذری می‌توانید توضیح دهید) 0 به معنای خیلی بد و 6 به معنای عالی‌ست  </p> ","response","quantised","6",NA,"","Rating Scale",13,"object-86"
"133",1692557952310,"20/08/2023, 18:59:12",1692568752310,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 2","zwjip4",2,"<p style=""text-align: right;"">  به هنگام گوش دادن به زبان آذری، چه‌قدر خوب می‌فهمید؟ (برای مثال مستند علمی، اخبار یا شعر)  </p>","response","value","3",NA,"","Rating Scale",14,"object-88"
"134",1692557952310,"20/08/2023, 18:59:12",1692568752310,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 2","zwjip4",2,"<p style=""text-align: right;"">  به هنگام گوش دادن به زبان آذری، چه‌قدر خوب می‌فهمید؟ (برای مثال مستند علمی، اخبار یا شعر)  </p>","response","quantised","4",NA,"","Rating Scale",14,"object-88"
"135",1692557952311,"20/08/2023, 18:59:12",1692568752311,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 2","zwjip4",2,"<p style=""text-align: right;"">  زبان آذری را چه‌قدر روان می‌خوانید؟ (پست‌های شبکه‌های اجتماعی، رمان یا شعر)  </p>","response","value","3",NA,"","Rating Scale",15,"object-89"
"136",1692557952312,"20/08/2023, 18:59:12",1692568752312,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 2","zwjip4",2,"<p style=""text-align: right;"">  زبان آذری را چه‌قدر روان می‌خوانید؟ (پست‌های شبکه‌های اجتماعی، رمان یا شعر)  </p>","response","quantised","4",NA,"","Rating Scale",15,"object-89"
"137",1692557952312,"20/08/2023, 18:59:12",1692568752312,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 2","zwjip4",2,"<p style=""text-align: right;"">   زبان آذری را چه‌قدر خوب می‌نویسید؟ (برای مثال آیا به راحتی می‌توانید در مورد یک مسأله اجتماعی در شبکه‌هایی مثل اینستاگرام نظر یا نقدتان را به زبان رسمی بنویسید)  </p>","response","value","1",NA,"","Rating Scale",16,"object-92"
"138",1692557952313,"20/08/2023, 18:59:12",1692568752313,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 2","zwjip4",2,"<p style=""text-align: right;"">   زبان آذری را چه‌قدر خوب می‌نویسید؟ (برای مثال آیا به راحتی می‌توانید در مورد یک مسأله اجتماعی در شبکه‌هایی مثل اینستاگرام نظر یا نقدتان را به زبان رسمی بنویسید)  </p>","response","quantised","2",NA,"","Rating Scale",16,"object-92"
"139",1692557952313,"20/08/2023, 18:59:12",1692568752313,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;"">  وقتی به ترکی صحبت می‌کنم احساس می‌کنم بیشتر خودم هستم   </p>","response","value","6",NA,"","Rating Scale",2,"object-97"
"140",1692557952314,"20/08/2023, 18:59:12",1692568752314,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;"">  وقتی به ترکی صحبت می‌کنم احساس می‌کنم بیشتر خودم هستم   </p>","response","quantised","7",NA,"","Rating Scale",2,"object-97"
"141",1692557952314,"20/08/2023, 18:59:12",1692568752314,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;"">  وقتی به فارسی صحبت می‌کنم احساس می‌کنم بیشتر خودم هستم   </p>","response","value","0",NA,"","Rating Scale",3,"object-98"
"142",1692557952315,"20/08/2023, 18:59:12",1692568752315,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;"">  وقتی به فارسی صحبت می‌کنم احساس می‌کنم بیشتر خودم هستم   </p>","response","quantised","1",NA,"","Rating Scale",3,"object-98"
"143",1692557952316,"20/08/2023, 18:59:12",1692568752316,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;"">  برایم مهم است که به ترکی آذری مسلط باشم   </p>","response","value","6",NA,"","Rating Scale",4,"object-99"
"144",1692557952317,"20/08/2023, 18:59:12",1692568752317,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;"">  برایم مهم است که به ترکی آذری مسلط باشم   </p>","response","quantised","7",NA,"","Rating Scale",4,"object-99"
"145",1692557952318,"20/08/2023, 18:59:12",1692568752318,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;"">  برایم مهم است که به فارسی مسلط باشم   </p>","response","value","5",NA,"","Rating Scale",5,"object-100"
"146",1692557952319,"20/08/2023, 18:59:12",1692568752319,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;"">  برایم مهم است که به فارسی مسلط باشم   </p>","response","quantised","6",NA,"","Rating Scale",5,"object-100"
"147",1692557952319,"20/08/2023, 18:59:12",1692568752319,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;"">  می‌خواهم دیگران بدانند که من به ترکی آذری مسلط هستم </p>","response","value","6",NA,"","Rating Scale",6,"object-101"
"148",1692557952320,"20/08/2023, 18:59:12",1692568752320,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;"">  می‌خواهم دیگران بدانند که من به ترکی آذری مسلط هستم </p>","response","quantised","7",NA,"","Rating Scale",6,"object-101"
"149",1692557952321,"20/08/2023, 18:59:12",1692568752321,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;"">  می‌خواهم دیگران بدانند که من به فارسی مسلط هستم </p>","response","value","3",NA,"","Rating Scale",7,"object-102"
"150",1692557952322,"20/08/2023, 18:59:12",1692568752322,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;"">  می‌خواهم دیگران بدانند که من به فارسی مسلط هستم </p>","response","quantised","4",NA,"","Rating Scale",7,"object-102"
"151",1692557952322,"20/08/2023, 18:59:12",1692568752322,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;""> برایم مهم است که فرزندانم به زبان ترکی آذری صحبت کنند و مسلط باشند. (اگر فرزندی ندارید نظر کلی‌تان را بیان کنید) </p>","response","value","6",NA,"","Rating Scale",8,"object-103"
"152",1692557952323,"20/08/2023, 18:59:12",1692568752323,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;""> برایم مهم است که فرزندانم به زبان ترکی آذری صحبت کنند و مسلط باشند. (اگر فرزندی ندارید نظر کلی‌تان را بیان کنید) </p>","response","quantised","7",NA,"","Rating Scale",8,"object-103"
"153",1692557952324,"20/08/2023, 18:59:12",1692568752324,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;""> برایم مهم است که فرزندانم به زبان فارسی صحبت کنند و مسلط باشند </p>","response","value","6",NA,"","Rating Scale",9,"object-104"
"154",1692557952324,"20/08/2023, 18:59:12",1692568752324,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;""> برایم مهم است که فرزندانم به زبان فارسی صحبت کنند و مسلط باشند </p>","response","quantised","7",NA,"","Rating Scale",9,"object-104"
"155",1692557952325,"20/08/2023, 18:59:12",1692568752325,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;""> افسوس می‌خورم که فرزندانم به جای استفاده از کلمات ترکی آذری از کلمات فارسی استفاده می‌کنند

  </p>","response","value","6",NA,"","Rating Scale",10,"object-105"
"156",1692557952326,"20/08/2023, 18:59:12",1692568752326,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;""> افسوس می‌خورم که فرزندانم به جای استفاده از کلمات ترکی آذری از کلمات فارسی استفاده می‌کنند

  </p>","response","quantised","7",NA,"","Rating Scale",10,"object-105"
"157",1692557952327,"20/08/2023, 18:59:12",1692568752327,3.5,"21/08/2023, 00:59:12",140886,1,"questionnaire-e274",NA,31263577,9267703,NA,"complete","bozibx",NA,"computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x720","1280x595",NA,"Questionnaire",4,"Spreadsheet1","spreadsheet3",1,"","","","",NA,"","5","","END",NA,"","",NA,""
"﻿1",1692553411305,"20/08/2023, 17:43:31",1692564211305,3.5,"20/08/2023, 23:43:31",140886,1,"questionnaire-e274",NA,31263266,9267518,NA,"complete","whexsw",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x611",NA,"Questionnaire",4,"spreadsheet2","Spreadsheet1",1,"","","","",NA,"","5","","BEGIN",NA,"","",NA,""
"84",1692553850641,"20/08/2023, 17:50:50",1692564650641,3.5,"20/08/2023, 23:50:50",140886,1,"questionnaire-e274",NA,31263266,9267518,NA,"complete","whexsw",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x611",NA,"Questionnaire",4,"spreadsheet2","Spreadsheet1",1,"","","Page 1","2dxwtu",1,"<p style=""text-align: right;"">چند سال دارید؟</p>  ","response","value","59",NA,"","Text Input",2,"object-13"
"85",1692553850649,"20/08/2023, 17:50:50",1692564650649,3.5,"20/08/2023, 23:50:50",140886,1,"questionnaire-e274",NA,31263266,9267518,NA,"complete","whexsw",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x611",NA,"Questionnaire",4,"spreadsheet2","Spreadsheet1",1,"","","Page 1","2dxwtu",1,"<p style=""text-align: right;""> جنسیت شما چیست؟</p>  ","response","value","مرد",NA,"زن|مرد|ترجیح می‌دهم نگویم","Multiple Choice",3,"object-117"
"86",1692553850650,"20/08/2023, 17:50:50",1692564650650,3.5,"20/08/2023, 23:50:50",140886,1,"questionnaire-e274",NA,31263266,9267518,NA,"complete","whexsw",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x611",NA,"Questionnaire",4,"spreadsheet2","Spreadsheet1",1,"","","Page 1","2dxwtu",1,"<p style=""text-align: right;""> جنسیت شما چیست؟</p>  ","response","quantised","2",NA,"زن|مرد|ترجیح می‌دهم نگویم","Multiple Choice",3,"object-117"
"87",1692553850650,"20/08/2023, 17:50:50",1692564650650,3.5,"20/08/2023, 23:50:50",140886,1,"questionnaire-e274",NA,31263266,9267518,NA,"complete","whexsw",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x611",NA,"Questionnaire",4,"spreadsheet2","Spreadsheet1",1,"","","Page 1","2dxwtu",1,"<p style=""text-align: right;""> کدام شهر/روستا به دنیا آمدید؟</p>  ","response","value","تهران",NA,"","Text Input",4,"object-15"
"88",1692553850650,"20/08/2023, 17:50:50",1692564650650,3.5,"20/08/2023, 23:50:50",140886,1,"questionnaire-e274",NA,31263266,9267518,NA,"complete","whexsw",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x611",NA,"Questionnaire",4,"spreadsheet2","Spreadsheet1",1,"","","Page 1","2dxwtu",1,"<p style=""text-align: right;""> به چه زبان(هایی) صحبت می‌کنید؟ (زبان‌هایی را که به صورت روزمره استفاده می‌کنید و مسلط هستید بنویسید.)  </p>","response","ترکی","0",NA,"ترکی|فارسی|هر دو","Multiple Choice",5,"object-120"
"89",1692553850651,"20/08/2023, 17:50:50",1692564650651,3.5,"20/08/2023, 23:50:50",140886,1,"questionnaire-e274",NA,31263266,9267518,NA,"complete","whexsw",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x611",NA,"Questionnaire",4,"spreadsheet2","Spreadsheet1",1,"","","Page 1","2dxwtu",1,"<p style=""text-align: right;""> به چه زبان(هایی) صحبت می‌کنید؟ (زبان‌هایی را که به صورت روزمره استفاده می‌کنید و مسلط هستید بنویسید.)  </p>","response","فارسی","0",NA,"ترکی|فارسی|هر دو","Multiple Choice",5,"object-120"
"90",1692553850652,"20/08/2023, 17:50:50",1692564650652,3.5,"20/08/2023, 23:50:50",140886,1,"questionnaire-e274",NA,31263266,9267518,NA,"complete","whexsw",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x611",NA,"Questionnaire",4,"spreadsheet2","Spreadsheet1",1,"","","Page 1","2dxwtu",1,"<p style=""text-align: right;""> به چه زبان(هایی) صحبت می‌کنید؟ (زبان‌هایی را که به صورت روزمره استفاده می‌کنید و مسلط هستید بنویسید.)  </p>","response","هر دو","1",NA,"ترکی|فارسی|هر دو","Multiple Choice",5,"object-120"
"91",1692553850652,"20/08/2023, 17:50:50",1692564650652,3.5,"20/08/2023, 23:50:50",140886,1,"questionnaire-e274",NA,31263266,9267518,NA,"complete","whexsw",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x611",NA,"Questionnaire",4,"spreadsheet2","Spreadsheet1",1,"","","Page 1","2dxwtu",1,"<p style=""text-align: right;""> به چه زبان(هایی) صحبت می‌کنید؟ (زبان‌هایی را که به صورت روزمره استفاده می‌کنید و مسلط هستید بنویسید.)  </p>","response","__other","0",NA,"ترکی|فارسی|هر دو","Multiple Choice",5,"object-120"
"92",1692553850652,"20/08/2023, 17:50:50",1692564650652,3.5,"20/08/2023, 23:50:50",140886,1,"questionnaire-e274",NA,31263266,9267518,NA,"complete","whexsw",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x611",NA,"Questionnaire",4,"spreadsheet2","Spreadsheet1",1,"","","Page 1","2dxwtu",1,"<p style=""text-align: right;"">  (می‌توانید نام شهرتان را بنویسید)به کدام لهجه ترکی صحبت می‌کنید؟</p>  ","response","value","مراغه",NA,"","Text Input",6,"object-16"
"93",1692553850653,"20/08/2023, 17:50:50",1692564650653,3.5,"20/08/2023, 23:50:50",140886,1,"questionnaire-e274",NA,31263266,9267518,NA,"complete","whexsw",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x611",NA,"Questionnaire",4,"spreadsheet2","Spreadsheet1",1,"","","Page 1","2dxwtu",1,"<p style=""text-align: right;"">   بالاترین مدرک تحصیلی‌تان چی هست؟</p>  ","response","value","دیپلم/کاردانی ",NA,"ابتدایی|دیپلم/کاردانی |کارشناسی|کارشناسی ارشد |دکترا","Dropdown",7,"object-18"
